UUID,Council Code,Council Name,Data Type,Data Source,Age Band,Finance Type,Comparative totals,Value
8511701,407,Coventry,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,5153.001503
8511702,407,Coventry,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,347.3228443
8512101,407,Coventry,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1063.099497
8512102,407,Coventry,Mandatory,Bridging Year,-,Income,Other Expenditure,157.5938561
8513203,407,Coventry,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,407,Coventry,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,5738.471
8326110,408,Dudley,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,237.831
8328110,408,Dudley,Voluntay,Additional Data,-,Income,Income from Better Care Fund,13028.09
8510101,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,6784.34196
8510102,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1268.094761
8510201,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,29829.045
8510202,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,11393.448
8510301,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,9523.976
8510302,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,4458.079
8510401,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,10874.94693
8510402,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,5999.4785
8510502,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1869.443
8510601,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1550.983
8510602,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,42.147
8510701,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3943.069
8510702,408,Dudley,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,1212.234
8511101,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,8634.61704
8511102,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,218.3602395
8511201,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,15614.725
8511202,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1445.3816
8511301,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1774.132
8511302,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,859.779
8511401,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,1620.20707
8511402,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,577.3128
8511502,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,560.259
8511601,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7731.423
8511602,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,837.905
8511701,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,16527.0461
8511702,408,Dudley,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,352.864
8512101,408,Dudley,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,9708.679
8512102,408,Dudley,Mandatory,Bridging Year,-,Income,Other Expenditure,327.565
8513203,408,Dudley,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,408,Dudley,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,237.831
8326110,409,Sandwell,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,3152
8328110,409,Sandwell,Voluntay,Additional Data,-,Income,Income from Better Care Fund,23192
8510101,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,4627
8510102,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,901
8510201,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,27500
8510202,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,13071
8510301,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,8393
8510302,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,0
8510401,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,10600
8510402,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,6777
8510502,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2659
8510601,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,4854
8510602,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3643
8510702,409,Sandwell,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,52
8511101,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,3536
8511102,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,670
8511201,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,15326
8511202,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,2654
8511301,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2295
8511302,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,0
8511401,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,4431
8511402,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,2309
8511502,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,484
8511601,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5737
8511602,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,0
8511701,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,14263
8511702,409,Sandwell,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,124
8512101,409,Sandwell,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,2703
8512102,409,Sandwell,Mandatory,Bridging Year,-,Income,Other Expenditure,376
8513203,409,Sandwell,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,7918
8513303,409,Sandwell,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,3152
8326110,410,Solihull,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,0
8328110,410,Solihull,Voluntay,Additional Data,-,Income,Income from Better Care Fund,1307.321
8510101,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,2425.796152
8510102,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,256.6291853
8510201,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,13992.3637
8510202,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,4649.729375
8510301,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,6852.752426
8510302,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,151.2859413
8510401,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,6658.891587
8510402,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,640.6819387
8510502,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,3700.124529
8510601,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2160.295991
8510602,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,1226.589344
8510701,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3109.526892
8510702,410,Solihull,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,128.5889593
8511101,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,3826.255787
8511102,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,404.7862408
8511201,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,13940.83093
8511202,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,4000.837525
8511301,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4013.792341
8511302,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,203.135
8511401,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,2758.831158
8511402,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1039.077649
8511502,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,168.9152909
8511601,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5304.503826
8511602,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,725.2744048
8511701,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,7722.890334
8511702,410,Solihull,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,234.8403251
8512101,410,Solihull,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,9151.223267
8512102,410,Solihull,Mandatory,Bridging Year,-,Income,Other Expenditure,6406.327363
8513203,410,Solihull,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,410,Solihull,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,0
8326110,411,Walsall,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,2623
8328110,411,Walsall,Voluntay,Additional Data,-,Income,Income from Better Care Fund,11897
8510101,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,9014
8510102,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,683
8510201,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,20158
8510202,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,11915
8510301,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,7654
8510302,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,927
8510401,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3750
8510402,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1424
8510502,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1958
8510601,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2819
8510602,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,358
8510701,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,9875
8510702,411,Walsall,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,455
8511101,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,6009
8511102,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,455
8511201,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,7446
8511202,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,760
8511301,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2437
8511302,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,196
8511401,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,2773
8511402,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1102
8511502,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,747
8511601,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5945
8511602,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,489
8511701,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,10666
8511702,411,Walsall,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,224
8512101,411,Walsall,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,2213
8512102,411,Walsall,Mandatory,Bridging Year,-,Income,Other Expenditure,214
8513203,411,Walsall,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,411,Walsall,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,2623
8326110,412,Wolverhampton,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,2013
8328110,412,Wolverhampton,Voluntay,Additional Data,-,Income,Income from Better Care Fund,3828
8510101,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,5779
8510102,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1206
8510201,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,30112
8510202,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,12821
8510301,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,5161
8510302,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1779
8510401,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,7574
8510402,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,5728
8510502,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,0
8510601,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1326
8510602,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,9
8510701,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,3062
8510702,412,Wolverhampton,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,1188
8511101,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,5222
8511102,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,130
8511201,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,19581
8511202,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,2269
8511301,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2857
8511302,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,389
8511401,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,7045
8511402,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1285
8511502,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,0
8511601,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,2579
8511602,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,17
8511701,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,6526
8511702,412,Wolverhampton,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,246
8512101,412,Wolverhampton,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,377
8512102,412,Wolverhampton,Mandatory,Bridging Year,-,Income,Other Expenditure,31
