UUID,Council Code,Council Name,Care Type,Activity Provision,Age Bands,Primary support reason,Long Term Support Setting,Short Term Purpose,Data Type,Value,Notes
8622602,316,Liverpool,Short term,External,Age 65 and over,Physical support,-,To maximise independence,Mandatory,3433,
8622701,316,Liverpool,Short term,In house,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,41,
8622702,316,Liverpool,Short term,External,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,55,
8622801,316,Liverpool,Short term,In house,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,15,
8622802,316,Liverpool,Short term,External,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,57,
8622901,316,Liverpool,Short term,In house,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,21,
8622902,316,Liverpool,Short term,External,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,14,
8623001,316,Liverpool,Short term,In house,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,37,
8623002,316,Liverpool,Short term,External,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,54,
8623101,316,Liverpool,Short term,In house,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,,
8623102,316,Liverpool,Short term,External,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,,
8623201,316,Liverpool,Short term,In house,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,,
8623202,316,Liverpool,Short term,External,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,,
8623301,316,Liverpool,Short term,In house,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623302,316,Liverpool,Short term,External,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623401,316,Liverpool,Short term,In house,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,,
8623402,316,Liverpool,Short term,External,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,,
8623501,316,Liverpool,Short term,In house,Age 65 to 74,Mental health support,-,To maximise independence,Voluntary,,
8623502,316,Liverpool,Short term,External,Age 65 to 74,Mental health support,-,To maximise independence,Voluntary,,
8623601,316,Liverpool,Short term,In house,Age 75 to 84,Physical support,-,To maximise independence,Voluntary,,
8623602,316,Liverpool,Short term,External,Age 75 to 84,Physical support,-,To maximise independence,Voluntary,,
8623701,316,Liverpool,Short term,In house,Age 75 to 84,Sensory support,-,To maximise independence,Voluntary,,
8623702,316,Liverpool,Short term,External,Age 75 to 84,Sensory support,-,To maximise independence,Voluntary,,
8623801,316,Liverpool,Short term,In house,Age 75 to 84,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623802,316,Liverpool,Short term,External,Age 75 to 84,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623901,316,Liverpool,Short term,In house,Age 75 to 84,Learning disability support,-,To maximise independence,Voluntary,,
8623902,316,Liverpool,Short term,External,Age 75 to 84,Learning disability support,-,To maximise independence,Voluntary,,
8624001,316,Liverpool,Short term,In house,Age 75 to 84,Mental health support,-,To maximise independence,Voluntary,,
8624002,316,Liverpool,Short term,External,Age 75 to 84,Mental health support,-,To maximise independence,Voluntary,,
8624101,316,Liverpool,Short term,In house,Age 85 and over,Physical support,-,To maximise independence,Voluntary,,
8624102,316,Liverpool,Short term,External,Age 85 and over,Physical support,-,To maximise independence,Voluntary,,
8624201,316,Liverpool,Short term,In house,Age 85 and over,Sensory support,-,To maximise independence,Voluntary,,
8624202,316,Liverpool,Short term,External,Age 85 and over,Sensory support,-,To maximise independence,Voluntary,,
8624301,316,Liverpool,Short term,In house,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,,
8624302,316,Liverpool,Short term,External,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,,
8624401,316,Liverpool,Short term,In house,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,,
8624402,316,Liverpool,Short term,External,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,,
8624501,316,Liverpool,Short term,In house,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,,
8624502,316,Liverpool,Short term,External,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,,
8632101,316,Liverpool,Long term,In house,Age 65 to 74,Physical support,Residential,-,Voluntary,,
8632102,316,Liverpool,Long term,External,Age 65 to 74,Physical support,Residential,-,Voluntary,,
8632201,316,Liverpool,Long term,In house,Age 65 to 74,Sensory support,Residential,-,Voluntary,,
8632202,316,Liverpool,Long term,External,Age 65 to 74,Sensory support,Residential,-,Voluntary,,
8632301,316,Liverpool,Long term,In house,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,,
8632302,316,Liverpool,Long term,External,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,,
8632401,316,Liverpool,Long term,In house,Age 65 to 74,Learning disability support,Residential,-,Voluntary,,
8632402,316,Liverpool,Long term,External,Age 65 to 74,Learning disability support,Residential,-,Voluntary,,
8632501,316,Liverpool,Long term,In house,Age 65 to 74,Mental health support,Residential,-,Voluntary,,
8632502,316,Liverpool,Long term,External,Age 65 to 74,Mental health support,Residential,-,Voluntary,,
8632601,316,Liverpool,Long term,In house,Age 75 to 84,Physical support,Residential,-,Voluntary,,
8632602,316,Liverpool,Long term,External,Age 75 to 84,Physical support,Residential,-,Voluntary,,
8632701,316,Liverpool,Long term,In house,Age 75 to 84,Sensory support,Residential,-,Voluntary,,
8632702,316,Liverpool,Long term,External,Age 75 to 84,Sensory support,Residential,-,Voluntary,,
8632801,316,Liverpool,Long term,In house,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,,
8632802,316,Liverpool,Long term,External,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,,
8632901,316,Liverpool,Long term,In house,Age 75 to 84,Learning disability support,Residential,-,Voluntary,,
8632902,316,Liverpool,Long term,External,Age 75 to 84,Learning disability support,Residential,-,Voluntary,,
8633001,316,Liverpool,Long term,In house,Age 75 to 84,Mental health support,Residential,-,Voluntary,,
8633002,316,Liverpool,Long term,External,Age 75 to 84,Mental health support,Residential,-,Voluntary,,
8633101,316,Liverpool,Long term,In house,Age 85 and over,Physical support,Residential,-,Voluntary,,
8633102,316,Liverpool,Long term,External,Age 85 and over,Physical support,Residential,-,Voluntary,,
8633201,316,Liverpool,Long term,In house,Age 85 and over,Sensory support,Residential,-,Voluntary,,
8633202,316,Liverpool,Long term,External,Age 85 and over,Sensory support,Residential,-,Voluntary,,
8633301,316,Liverpool,Long term,In house,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,,
8633302,316,Liverpool,Long term,External,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,,
8633401,316,Liverpool,Long term,In house,Age 85 and over,Learning disability support,Residential,-,Voluntary,,
8633402,316,Liverpool,Long term,External,Age 85 and over,Learning disability support,Residential,-,Voluntary,,
8633501,316,Liverpool,Long term,In house,Age 85 and over,Mental health support,Residential,-,Voluntary,,
8633502,316,Liverpool,Long term,External,Age 85 and over,Mental health support,Residential,-,Voluntary,,
8633602,316,Liverpool,Long term,External,Age 65 to 74,Physical support,Nursing,-,Voluntary,,
8633702,316,Liverpool,Long term,External,Age 65 to 74,Sensory support,Nursing,-,Voluntary,,
8633802,316,Liverpool,Long term,External,Age 65 to 74,Support with memory and cognition,Nursing,-,Voluntary,,
8633902,316,Liverpool,Long term,External,Age 65 to 74,Learning disability support,Nursing,-,Voluntary,,
8634002,316,Liverpool,Long term,External,Age 65 to 74,Mental health support,Nursing,-,Voluntary,,
8634102,316,Liverpool,Long term,External,Age 75 to 84,Physical support,Nursing,-,Voluntary,,
8634202,316,Liverpool,Long term,External,Age 75 to 84,Sensory support,Nursing,-,Voluntary,,
8634302,316,Liverpool,Long term,External,Age 75 to 84,Support with memory and cognition,Nursing,-,Voluntary,,
8634402,316,Liverpool,Long term,External,Age 75 to 84,Learning disability support,Nursing,-,Voluntary,,
8634502,316,Liverpool,Long term,External,Age 75 to 84,Mental health support,Nursing,-,Voluntary,,
8634602,316,Liverpool,Long term,External,Age 85 and over,Physical support,Nursing,-,Voluntary,,
8634702,316,Liverpool,Long term,External,Age 85 and over,Sensory support,Nursing,-,Voluntary,,
8634802,316,Liverpool,Long term,External,Age 85 and over,Support with memory and cognition,Nursing,-,Voluntary,,
8634902,316,Liverpool,Long term,External,Age 85 and over,Learning disability support,Nursing,-,Voluntary,,
8635002,316,Liverpool,Long term,External,Age 85 and over,Mental health support,Nursing,-,Voluntary,,
8610101,317,Sefton,Long term,In house,Age 18 to 64,Physical support,Residential,-,Mandatory,0,
8610102,317,Sefton,Long term,External,Age 18 to 64,Physical support,Residential,-,Mandatory,3255.428571,
8610201,317,Sefton,Long term,In house,Age 18 to 64,Sensory support,Residential,-,Mandatory,0,
8610202,317,Sefton,Long term,External,Age 18 to 64,Sensory support,Residential,-,Mandatory,39,
8610301,317,Sefton,Long term,In house,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,0,
8610302,317,Sefton,Long term,External,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,296.7142857,
8610401,317,Sefton,Long term,In house,Age 18 to 64,Learning disability support,Residential,-,Mandatory,0,
8610402,317,Sefton,Long term,External,Age 18 to 64,Learning disability support,Residential,-,Mandatory,4115.428571,
8610501,317,Sefton,Long term,In house,Age 18 to 64,Mental health support,Residential,-,Mandatory,0,
8610502,317,Sefton,Long term,External,Age 18 to 64,Mental health support,Residential,-,Mandatory,958.2857143,
8610601,317,Sefton,Long term,In house,Age 65 and over,Physical support,Residential,-,Mandatory,0,
8610602,317,Sefton,Long term,External,Age 65 and over,Physical support,Residential,-,Mandatory,31786.28571,
8610701,317,Sefton,Long term,In house,Age 65 and over,Sensory support,Residential,-,Mandatory,0,
8610702,317,Sefton,Long term,External,Age 65 and over,Sensory support,Residential,-,Mandatory,973.4285714,
8610801,317,Sefton,Long term,In house,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,0,
8610802,317,Sefton,Long term,External,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,6248.571429,
8610901,317,Sefton,Long term,In house,Age 65 and over,Learning disability support,Residential,-,Mandatory,0,
8610902,317,Sefton,Long term,External,Age 65 and over,Learning disability support,Residential,-,Mandatory,1878.857143,
8611001,317,Sefton,Long term,In house,Age 65 and over,Mental health support,Residential,-,Mandatory,0,
8611002,317,Sefton,Long term,External,Age 65 and over,Mental health support,Residential,-,Mandatory,6652.571429,
8611102,317,Sefton,Long term,External,Age 18 to 64,Physical support,Nursing,-,Mandatory,2093.285714,
8611202,317,Sefton,Long term,External,Age 18 to 64,Sensory support,Nursing,-,Mandatory,0,
8611302,317,Sefton,Long term,External,Age 18 to 64,Support with memory and cognition,Nursing,-,Mandatory,139.1428571,
8611402,317,Sefton,Long term,External,Age 18 to 64,Learning disability support,Nursing,-,Mandatory,635.4285714,
8611502,317,Sefton,Long term,External,Age 18 to 64,Mental health support,Nursing,-,Mandatory,2067.428571,
8611602,317,Sefton,Long term,External,Age 65 and over,Physical support,Nursing,-,Mandatory,16129.42857,
8611702,317,Sefton,Long term,External,Age 65 and over,Sensory support,Nursing,-,Mandatory,208.2857143,
8611802,317,Sefton,Long term,External,Age 65 and over,Support with memory and cognition,Nursing,-,Mandatory,2322.285714,
8611902,317,Sefton,Long term,External,Age 65 and over,Learning disability support,Nursing,-,Mandatory,533,
8612002,317,Sefton,Long term,External,Age 65 and over,Mental health support,Nursing,-,Mandatory,4647.571429,
8622101,317,Sefton,Short term,In house,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,0,
8622102,317,Sefton,Short term,External,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,67.42857143,
8622201,317,Sefton,Short term,In house,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,0,
8622202,317,Sefton,Short term,External,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,0,
8622301,317,Sefton,Short term,In house,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622302,317,Sefton,Short term,External,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622401,317,Sefton,Short term,In house,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,0,
8622402,317,Sefton,Short term,External,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,0,
8622501,317,Sefton,Short term,In house,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,0,
8622502,317,Sefton,Short term,External,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,0,
8622601,317,Sefton,Short term,In house,Age 65 and over,Physical support,-,To maximise independence,Mandatory,0,
8622602,317,Sefton,Short term,External,Age 65 and over,Physical support,-,To maximise independence,Mandatory,799,
8622701,317,Sefton,Short term,In house,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,0,
8622702,317,Sefton,Short term,External,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,18,
8622801,317,Sefton,Short term,In house,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622802,317,Sefton,Short term,External,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,12,
8622901,317,Sefton,Short term,In house,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,0,
