,,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,NW,NE,YH,WM,EM,E,SE,L,SW,Eng
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Numerator,All,9236.94,13154,7215,7555.5,2703.08,1635,1390,5318,4627,5111,4859,25002.79,4854,2758,15609,11780,6393,12305,4975.24,9206,16444,2474,2110,8127.43,241,805.36,3518,404,4081,663,2295,2407,6925,2001,6252,499,2653.93,4705,4593,6485.1,3566,5354,9358.6,2765.7,1769,18458.82,4357,5323,6809.9,7569,18760,8743.39,454.88,2109.36,10748,3030.37,1026,11280,13398,8418,6197,704,1462.06,3118,2077,25847,13189,30,2519,6669,1341,28416.43,7510,21666,20376.46,2716,19445.59,2094,3149,5566,4384,6632.46,4640.15,6157,291,1809.17,18316,2798.58,2286,5361,2872.03,1547,3655,714.03,7662.39,879.9,0,718,1513,1631.98,544.37,0,1464.24,2527,2234,193,2602.4,3373.36,6324,2555,8018,6559.67,5023.29,1089,6739.25,997,5166,6725.11,1244.52,1576,2480,2191.33,4032,7017,1137,12852,8669.14,17118.55,22392,3623,7622,4181.3,55814,10025,8913,4198,12715,6480,5364,23913,6170.55,2248.68,21857,772,4,5488,18862,7222.37,4793,23480,6699,4887.92,118127.99,83424.37,97150.03,89449.07,87598.43,100417.65,205273.02,107783.85,123580.27,1012804.68
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Denominator,All,16126.57,27733,15410.14,15292,5800.65,3101.57,2653,11249,9799,13114,10691.15,52900.72,10739,7049,34003,22117,12967,28446,9745.19,14494.43,35898,2307,32298.14,17104,507,1681.71,11122,700,9419,1715,5063,5941,15514.28,4491,11455,8180,4884,10560.85,9786.43,13885,10213.43,8866,21564,7362.29,3296,35783.2,9198,13186,16371.6,15511.9,34597.2,16592.71,1676,4135.7,24337,5393.35,2465,24355,27806.57,17864.86,7942,1306,2159,6551.66,4328,56389,25981,64.59,5430,10306.14,2380,54809,14298.29,41681,34553,7379,38080,5136,4766.14,10544.43,6812.71,9165,7276,9571.77,331,2278,52001.57,3259.34,4117,10166,7254.3,3266,6986,680.85,9091,1587,0,1137,2334,4065.57,897,0,3071.71,3775,3722,270,3994,5561.49,12861,3998,9438,2234,3699,1400,9564,2104,9542,12302.95,1789.86,1440,4354,4304,6896,10407.85,1921,17212,19379.43,28647.45,42429.6,4632,14814.29,5403,87891.3,16940,14506.57,6741.54,18798,9997,8497.57,52800,8695.29,4169.43,61328,1288.57,0,6380,26774.5,13195.29,7767.9,35572.7,14013.29,11172.47,258373.55,178483.23,230439.47,177182.05,173986.02,206500.21,354953.22,155654.29,225006,1960578.05
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Unit costs,All,572.78,474.31,468.2,494.08,466,527.15,523.94,472.75,472.19,389.74,454.49,472.64,452,391.26,459.05,532.62,493.02,432.57,510.53,635.14,458.08,1072.39,65.33,475.18,475.35,478.89,316.31,577.14,433.27,386.59,453.29,405.15,446.36,445.56,545.79,61,543.39,445.51,469.32,467.06,349.15,603.88,433.99,375.66,536.71,515.85,473.69,403.69,415.96,487.95,542.24,526.94,271.41,510.04,441.63,561.87,416.23,463.15,481.83,471.2,780.28,539.05,677.19,475.91,479.9,458.37,507.64,464.47,463.9,647.09,563.45,518.46,525.24,519.81,589.72,368.07,510.65,407.71,660.7,527.86,643.5,723.67,637.73,643.25,879.15,794.19,352.22,858.63,555.26,527.35,395.91,473.67,523.19,1048.73,842.85,554.44,.,631.49,648.24,401.41,606.87,.,476.68,669.4,600.21,714.81,651.58,606.56,491.72,639.07,849.54,2936.29,1358.01,777.86,704.65,473.86,541.4,546.63,695.32,1094.44,569.59,509.14,584.69,674.2,591.88,746.69,447.34,597.56,527.74,782.17,514.5,773.88,635.03,591.79,614.41,622.71,676.4,648.19,631.24,452.9,709.64,539.33,356.4,599.11,.,860.19,704.48,547.34,617.03,660.06,478.05,437.5,457.2,467.41,421.59,504.84,503.48,486.28,578.31,692.46,549.23,516.58
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Numerator,LA supported only,8143.48,12269,7215,6789.2,1945.16,1306,1201,5164,3793,5111,4550,24131.37,4854,2271,15390,11723,5780,11468,4831.04,8891,15250,838,1905,7523.87,241,799.11,3518,404,4068,663,2295,2402,6925,1973,5576,499,2624.14,4327,4593,6485.1,3566,4261,9358.6,2720.7,1722,18261.18,4357,5323,6809.9,7460.55,18508,7253.74,198.18,2093.35,9373,3030.37,1026,11280,12898,8355,6002,633,1134.32,3046,2029,25777,12030,29,2508,6669,1311,27377.23,7386,21540,18540.24,2287,17777.71,2094,3149,5566,4120,6620.86,4640.15,5208,291,1731.54,18316,2659.65,1562,5361,2872.03,1547,3140,714.03,5465.24,879.9,0,718,1513,1078.76,534.63,0,1464.24,2317,1725,193,2602.4,2920.23,6188,938,7933,3563.91,3683.54,1052,6362.11,871,5155,6722.16,1229.34,1509,2480,1518.97,3971,6969,1137,12164,8420.64,16988.99,22375,3609,7622,3913.73,54393,10025,8217,3989,9212,6480,4871,23411,4824.55,2103.33,21817,652,4,4485,18059,7201.48,4734,23473,6436,4887.92,114413.65,78328.73,90833.02,84830.96,85116.23,95409.62,195469.73,95572.45,120344.46,960318.85
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Denominator,LA supported only,16126.57,27733,15410.14,15292,5800.65,3101.57,2653,11249,9799,13114,10691.15,52900.72,10739,7049,34003,22117,12967,28446,9745.19,14494.43,35898,2307,32298.14,17104,507,1681.71,11122,700,9419,1715,5063,5941,15514.28,4491,11455,8180,4884,10560.85,9786.43,13885,10213.43,8866,21564,7362.29,3296,35783.2,9198,13186,16371.6,15511.9,34597.2,16592.71,1676,4135.7,24337,5393.35,2465,24355,27806.57,17864.86,7942,1306,2159,6551.66,4328,56389,25981,64.59,5430,10306.14,2380,54809,14298.29,41681,34553,7379,38080,5136,4766.14,10544.43,6812.71,9165,7276,9571.77,331,2278,52001.57,3259.34,4117,10166,7254.3,3266,6986,680.85,9091,1587,0,1137,2334,4065.57,897,0,3071.71,3775,3722,270,3994,5561.49,12861,3998,9438,2234,3699,1400,9564,2104,9542,12302.95,1789.86,1440,4354,4304,6896,10407.85,1921,17212,19379.43,28647.45,42429.6,4632,14814.29,5403,87891.3,16940,14506.57,6741.54,18798,9997,8497.57,52800,8695.29,4169.43,61328,1288.57,0,6380,26774.5,13195.29,7767.9,35572.7,14013.29,11172.47,258373.55,178483.23,230439.47,177182.05,173986.02,206500.21,354953.22,155654.29,225006,1960578.05
Long term,Age 65 and over,Support with memory and cognition,Residential and nursing care,Unit costs,LA supported only,504.97,442.4,468.2,443.97,335.34,421.08,452.7,459.06,387.08,389.74,425.59,456.16,452,322.17,452.61,530.04,445.75,403.15,495.74,613.41,424.81,363.24,58.98,439.89,475.35,475.18,316.31,577.14,431.89,386.59,453.29,404.31,446.36,439.32,486.77,61,537.29,409.72,469.32,467.06,349.15,480.6,433.99,369.54,522.45,510.33,473.69,403.69,415.96,480.96,534.96,437.16,118.25,506.17,385.13,561.87,416.23,463.15,463.85,467.68,755.73,484.69,525.39,464.92,468.81,457.13,463.03,448.99,461.88,647.09,550.84,499.5,516.57,516.78,536.57,309.93,466.85,407.71,660.7,527.86,604.75,722.41,637.73,544.1,879.15,760.11,352.22,816.01,379.4,527.35,395.91,473.67,449.47,1048.73,601.17,554.44,.,631.49,648.24,265.34,596.02,.,476.68,613.77,463.46,714.81,651.58,525.08,481.14,234.62,840.54,1595.3,995.82,751.43,665.21,413.97,540.24,546.39,686.84,1047.92,569.59,352.92,575.84,669.59,591.88,706.72,434.51,593.04,527.34,779.15,514.5,724.36,618.87,591.79,566.43,591.7,490.05,648.19,573.22,443.39,554.85,504.46,355.74,505.99,.,702.98,674.49,545.76,609.43,659.86,459.28,437.5,442.82,438.86,394.17,478.78,489.21,462.03,550.69,614,534.85,489.81
Long term,Age 65 and over,Support with memory and cognition,Nursing,Numerator,All,1571.79,1815,1614,1886.3,678.75,518,457,1789,1190,1189,1417,6655.75,832,589,2595,2364,2501,2966,1263.72,1704,5003,73,209,367.53,0,40,992,124,530,95,602,481,1156,434,2383,155,1179.86,1348,1200,1472.6,1396,1472,4011.52,498.7,772,5942.89,1202,821,3396.98,3566,3339,2721.04,94.36,688.86,2177,940.04,238,2284,5058,3140,3158,399,861.74,1670,756,8318,4367,0,296,642,83,9267.08,1703,4073,2069.85,1570,4274.01,588,1528,1177,2306,2394.86,1416.64,2398,116,933.2,0,0,123,2437,0,372,758,149.92,1465.16,295.49,0,208,480,703.5,169.25,0,323.74,1307,1400,84,525,894.09,2256,1861,3222,1680.43,0,195,1982.22,474,1196,2821.71,176.14,1018,1298,874.97,1226,2727,456,3771,1728.63,6292.45,6230,360,925,392.65,7225,3220,2436,1310,4035,2118,1348,5540,1356,1136.9,10045,352,0,1899,7603,3156.02,2141,4895,1019,623.3,35687.33,20041.8,20791.25,26769.04,25432.08,14694.86,53212.77,35240.62,38013.87,269883.61
Long term,Age 65 and over,Support with memory and cognition,Nursing,Denominator,All,3088,3950,3756.43,3701,1400.36,909.57,796,3680,2454,3471,3120.36,13279.74,1801,1451,5620.71,4386,5045,6771,1956,2537.14,11269,175,7488.86,561,0,84.6,3559,206,1347,256,1215,1061,3077.14,1083,3700,1366,2219,2845.29,2375.86,3259,3213.43,3218,8888,1408,1488,10720.9,2080,1928,8265,7214.61,6758.15,5032,246,1240.95,6414,1631.03,640,5153,9601.86,5449.71,3084,605,1184,3282.23,1521,16685,8703,0,708,1333.71,230,17025.57,3518.14,7361,3082,4368,8925,1301,2231.86,2356.29,3463,3284,2424,3358.54,137,1114,6680.57,0,171,4363,0,701,1351,236.85,3149,530,0,287.43,767,1624.86,240,0,636.86,1828,2032,156,1105,1372.79,4906,2717,3377,698,0,256,2207,949,2239,5104.81,428,379.86,2045,1666,2350,4153.71,667,5616,3020,13179.66,11143,370,1479,932,10546.3,5077,6457.57,1938.11,6063.43,2966,2526.86,10884,1922.86,1738,27587,453.86,0,2580,11251,5989.29,3733.74,5796.7,2043.43,1222.66,75316.23,42319.46,51110.32,50321.93,49724.42,27255,92968.63,53725.16,70669.54,513410.68
Long term,Age 65 and over,Support with memory and cognition,Nursing,Unit costs,All,509,459.49,429.66,509.67,484.69,569.5,574.12,486.14,484.92,342.55,454.11,501.2,461.97,405.93,461.69,538.99,495.74,438.04,646.07,671.62,443.96,417.14,27.91,655.13,.,472.81,278.73,601.94,393.47,371.09,495.47,453.35,375.67,400.74,644.05,113.47,531.71,473.77,505.08,451.86,434.43,457.43,451.34,354.19,518.82,554.33,577.88,425.83,411.01,494.27,494.07,540.75,383.56,555.11,339.41,576.35,371.88,443.24,526.77,576.18,1023.99,659.5,727.82,508.8,497.04,498.53,501.78,.,418.08,481.36,360.87,544.3,484.06,553.32,671.59,359.43,478.88,451.96,684.63,499.51,665.9,729.25,584.42,714,846.72,837.7,0,.,719.3,558.56,.,530.67,561.07,632.96,465.28,557.53,.,723.66,625.81,432.96,705.21,.,508.33,714.99,688.98,538.46,475.11,651.29,459.85,684.95,954.1,2407.5,.,761.72,898.15,499.47,534.17,552.75,411.54,2679.95,634.72,525.19,521.7,656.52,683.66,671.47,572.39,477.44,559.1,972.97,625.42,421.3,685.07,634.23,377.23,675.92,665.46,714.09,533.47,509,705.2,654.14,364.12,775.57,.,736.05,675.76,526.94,573.42,844.45,498.67,509.79,473.83,473.58,406.79,531.96,511.46,539.16,572.37,655.94,537.91,525.67
Long term,Age 65 and over,Support with memory and cognition,Residential,Numerator,All,7665.15,11339,5601,5669.2,2024.33,1117,933,3529,3437,3922,3442,18347.04,4022,2169,13014,9416,3892,9339,3711.52,7502,11441,2401,1901,7759.91,241,765.36,2526,280,3551,568,1693,1926,5769,1567,3869,344,1474.08,3357,3393,5012.5,2170,3882,5347.08,2267,997,12515.93,3155,4502,3412.93,4003,15421,6022.35,360.52,1420.5,8571,2090.33,788,8996,8340,5278,3039,305,600.32,1448,1321,17529,8822,30,2223,6027,1258,19149.35,5807,17593,18306.6,1146,15171.58,1506,1621,4389,2078,4237.6,3223.51,3759,175,875.97,18316,2798.58,2163,2924,2872.03,1175,2897,564.11,6197.24,584.41,0,510,1033,928.48,375.12,0,1140.5,1220,834,109,2077.4,2479.27,4068,694,4796,4879.24,5023.29,894,4757.03,523,3970,3903.41,1068.38,558,1182,1316.36,2806,4290,681,9081,6940.52,10826.1,16162,3263,6697,3788.64,48589,6805,6477,2888,8680,4362,4016,18373,4814.55,1111.78,11812,420,4,3589,11259,4066.35,2652,18585,5680,4264.62,82440.66,63382.57,76358.78,62680.03,62166.35,85722.79,152060.26,72543.24,85566.39,742921.07
Long term,Age 65 and over,Support with memory and cognition,Residential,Denominator,All,13038.57,23783,11653.71,11591,4400.29,2192,1857,7569,7345,9643,7570.79,39620.98,8938,5598,28382.29,17731,7922,21675,7789.19,11957.29,24629,2132,24809.28,16543,507,1597.11,7563,494,8072,1459,3848,4880,12437.14,3408,7755,6814,2665,7715.56,7410.57,10626,7000,5648,12676,5954.29,1808,25062.3,7118,11258,8106.6,8297.29,27839.05,11560.71,1430,2894.75,17923,3762.32,1825,19202,18204.71,12415.15,4858,701,975,3269.43,2807,39704,17278,64.59,4722,8972.43,2150,37783.43,10780.15,34320,31471,3011,29155,3835,2534.28,8188.14,3349.71,5881,4852,6213.22,194,1164,45321,3259.34,3946,5803,7254.3,2565,5635,444,5942,1057,0,849.57,1567,2440.71,657,0,2434.86,1947,1690,114,2889,4188.7,7955,1281,6061,1536,3699,1144,7357,1155,7303,7198.14,1361.86,1060.14,2309,2638,4546,6254.14,1254,11596,16359.43,15467.78,31286.6,4262,13335.29,4471,77345,11863,8049,4803.43,12734.57,7031,5970.71,41916,6772.43,2431.43,33741,834.71,0,3800,15523.5,7206,4034.16,29776,11969.86,9949.81,183057.32,136163.77,179329.15,126860.12,124261.6,172564.64,261984.6,101929.13,154336.46,1440486.8
Long term,Age 65 and over,Support with memory and cognition,Residential,Unit costs,All,587.88,476.77,480.62,489.1,460.04,509.58,502.42,466.24,467.94,406.72,454.64,463.06,449.99,387.46,458.53,531.05,491.29,430.87,476.5,627.4,464.53,1126.17,76.62,469.08,475.35,479.21,333.99,566.8,439.92,389.31,439.97,394.67,463.85,459.8,498.9,50.48,553.12,435.09,457.86,471.72,310,687.32,421.83,380.73,551.44,499.39,443.24,399.89,421.01,482.45,553.93,520.93,252.11,490.72,478.21,555.6,431.78,468.49,458.12,425.13,625.57,435.09,615.71,442.89,470.61,441.49,510.59,464.47,470.78,671.72,585.12,506.82,538.68,512.62,581.7,380.6,520.38,392.7,639.63,536.02,620.35,720.56,664.37,605,902.06,752.55,404.14,858.63,548.15,503.88,395.91,458.09,514.11,1270.52,1042.95,552.9,.,600.3,659.22,380.41,570.95,.,468.41,626.61,493.49,956.14,719.07,591.9,511.38,541.76,791.29,3176.59,1358.01,781.47,646.6,452.81,543.61,542.28,784.5,526.34,511.91,499,617.25,685.95,543.06,783.11,424.25,699.91,516.58,765.6,502.2,847.38,628.21,573.63,804.7,601.24,681.61,620.4,672.62,438.33,710.9,457.25,350.08,503.17,.,944.47,725.29,564.3,657.39,624.16,474.53,428.61,450.35,465.49,425.8,494.09,500.29,496.76,580.42,711.7,554.41,515.74
Long term,Age 65 and over,Support with memory and cognition,Residential,Numerator,Own provision,3967.51,38,0,0,0,72,0,0,0,0,0,0,0,0,3799,2423,0,1210,241.8,2238,2270,2107,1246,634.89,0,0,912,92,260,0,0,0,0,0,0,0,0,270,0,0,0,1242,0,0,102,1741.88,0,0,0,0,0,1047.22,111,97.9,829,0,0,500,1851,227,0,0,0,0,0,0,2351,0,37,2280,0,1781.8,1894,0,0,0,0,0,0,0,440,2032.23,754.51,0,0,0.02,0,1776.43,0,0,0,360,381,335.11,0,0,0,0,0,0,0,0,0,0,286,0,1355.4,0,0,0,0,1.86,0,524,0,0,0,0,885.89,0,0,0,0,0,0,4726,0,2145.24,463,782,0,0,11189,4011,3477,0,2554,0,0,806,0,0,0,0,4,0,2706,0,1026,2100,0,0,7583.39,110,17173.69,4663.12,8343.8,2517.43,27871.97,8112.4,6614,82989.79
Long term,Age 65 and over,Support with memory and cognition,Residential,Denominator,Own provision,5461.43,27,0,0,0,29,0,0,0,0,0,0,0,0,3692.14,2340,0,1317,206.19,1475.86,2464,1629,1429.57,303,0,0,1345,152,290,0,0,0,0,0,0,0,0,314.7,0,0,0,247,0,0,115.71,3524,0,0,0,0,0,990.86,126,104.28,754,0,0,218,1600.57,93.86,0,0,0,0,0,0,3319,0,48,1375.14,0,2054.57,2062.29,0,0,0,0,0,0,0,529.28,2632,828,0,0,0,0,1185.2,0,0,0,745,612,140,0,0,0,0,0,0,0,0,0,0,520,0,1536,0,0,0,0,0,0,551,0,0,0,0,1029.86,43.29,0,0,0,0,0,3744,0,1920.07,555.4,569,0,0,12590.7,5937,3663.14,0,1854.43,0,0,758,0,0,0,0,0,0,1838.57,0,1081.72,2952.1,0,0,9952.84,56,16353.76,3887.57,8859,2542.2,31268.02,7520.86,6441.39,86881.64
Long term,Age 65 and over,Support with memory and cognition,Residential,Unit costs,Own provision,726.46,1407.41,.,.,.,2482.76,.,.,.,.,.,.,.,.,1028.94,1035.47,.,918.75,1172.7,1516.41,921.27,1293.43,871.59,2095.33,.,.,678.07,605.26,896.55,.,.,.,.,.,.,.,.,857.96,.,.,.,5028.34,.,.,881.51,494.29,.,.,.,.,.,1056.88,880.93,938.84,1099.47,.,.,2293.58,1156.46,2418.5,.,.,.,.,.,.,708.35,.,770.83,1658.01,.,867.24,918.4,.,.,.,.,.,.,.,831.32,772.12,911.24,.,.,.,.,1498.84,.,.,.,483.22,622.55,2393.61,.,.,.,.,.,.,.,.,.,.,550,.,882.42,.,.,.,.,.,.,951,.,.,.,.,860.2,0,.,.,.,.,.,1262.29,.,1117.27,833.63,1374.34,.,.,888.67,675.59,949.18,.,1377.24,.,.,1063.32,.,.,.,.,.,.,1471.8,.,948.49,711.36,.,.,761.93,1964.29,1050.14,1199.5,941.84,990.26,891.39,1078.65,1026.8,955.21
Long term,Age 65 and over,Support with memory and cognition,Residential,Numerator,Provision by others,3697.64,11301,5601,5669.2,2024.33,1045,933,3529,3437,3922,3442,18347.04,4022,2169,9215,6993,3892,8129,3469.72,5264,9171,294,655,7125.02,241,765.36,1614,188,3291,568,1693,1926,5769,1567,3869,344,1474.08,3087,3393,5012.5,2170,2640,5347.08,2267,895,10774.05,3155,4502,3412.93,4003,15421,4975.14,249.53,1322.6,7742,2090.33,788,8496,6489,5051,3039,305,600.32,1448,1321,17529,6471,30,2186,3747,1258,17367.56,3913,17593,18306.6,1146,15171.58,1506,1621,4389,1638,2205.37,2469,3759,175,875.96,18316,1022.14,2163,2924,2872.03,815,2516,229.01,6197.24,584.41,0,510,1033,928.48,375.12,0,1140.5,1220,548,109,722,2479.27,4068,694,4796,4877.39,5023.29,370,4757.03,523,3970,3903.41,182.49,558,1182,1316.36,2806,4290,681,4355,6940.52,8680.87,15699,2481,6697,3788.64,37400,2794,3000,2888,6126,4362,4016,17567,4814.55,1111.78,11812,420,0,3589,8553,4066.35,1626,16485,5680,4264.62,74857.28,63272.57,59185.1,58016.91,53822.56,83205.36,124188.26,64428.98,78952.39,659929.41
Long term,Age 65 and over,Support with memory and cognition,Residential,Denominator,Provision by others,7577.14,23756,11653.71,11591,4400.29,2163,1857,7569,7345,9643,7570.79,39620.98,8938,5598,24690.14,15391,7922,20358,7583,10481.43,22165,503,23379.71,16240,507,1597.11,6218,342,7782,1459,3848,4880,12437.14,3408,7755,6814,2665,7400.86,7410.57,10626,7000,5401,12676,5954.29,1692.29,21538.3,7118,11258,8106.6,8297.29,27839.05,10569.86,1304,2790.47,17169,3762.32,1825,18984,16604.14,12321.29,4858,701,975,3269.43,2807,39704,13959,64.59,4674,7597.29,2150,35728.86,8717.86,34320,31471,3011,29155,3835,2534.28,8188.14,2820.43,3249,4024,6213.22,194,1164,45321,2074.14,3946,5803,7254.3,1820,5023,304,5942,1057,0,849.57,1567,2440.71,657,0,2434.86,1947,1170,114,1353,4188.7,7955,1281,6061,1536,3699,593,7357,1155,7303,7198.14,332,1016.86,2309,2638,4546,6254.14,1254,7852,16359.43,13547.72,30731.2,3693,13335.29,4471,64754.3,5926,4385.86,4803.43,10880.14,7031,5970.71,41158,6772.43,2431.43,33741,834.71,0,3800,13684.93,7206,2952.44,26823.9,11969.86,9949.81,173104.48,136107.77,162975.39,122972.56,115402.6,170022.44,230716.58,94364.98,147895.07,1353561.88
Long term,Age 65 and over,Support with memory and cognition,Residential,Unit costs,Provision by others,488,475.71,480.62,489.1,460.04,483.13,502.42,466.24,467.94,406.72,454.64,463.06,449.99,387.46,373.23,454.36,491.29,399.3,457.57,502.22,413.76,584.49,28.02,438.73,475.35,479.21,259.57,549.71,422.9,389.31,439.97,394.67,463.85,459.8,498.9,50.48,553.12,417.11,457.86,471.72,310,488.8,421.83,380.73,528.87,500.23,443.24,399.89,421.01,482.45,553.93,470.69,191.35,473.97,450.93,555.6,431.78,447.53,390.81,409.94,625.57,435.09,615.71,442.89,470.61,441.49,463.57,464.47,467.69,493.2,585.12,486.09,448.85,512.62,581.7,380.6,520.38,392.7,639.63,536.02,580.76,678.78,613.57,605,902.06,752.54,404.14,492.8,548.15,503.88,395.91,447.8,500.9,753.31,1042.95,552.9,.,600.3,659.22,380.41,570.95,.,468.41,626.61,468.38,956.14,533.63,591.9,511.38,541.76,791.29,3175.38,1358.01,623.95,646.6,452.81,543.61,542.28,549.67,548.75,511.91,499,617.25,685.95,543.06,554.64,424.25,640.76,510.85,671.81,502.2,847.38,577.57,471.48,684.02,601.24,563.04,620.4,672.62,426.82,710.9,457.25,350.08,503.17,.,944.47,624.99,564.3,550.73,614.56,474.53,428.61,432.44,464.87,363.15,471.79,466.39,489.38,538.27,682.76,533.84,487.55
Long term,Age 65 and over,Learning disability support,Residential and nursing care,Numerator,All,763.92,4341,1370,461,1064,6698,783,573,780,276,637,2581,800,464,1580,1073,4259,2165,627.42,2051,1698,1106,1625,1638.78,775,442.1,1467,489,257,463,1156,491,517,434,389,234,554.3,141,608,1043.7,1426,246,1254.35,202.33,229,2093.54,565,310,633.15,648,2024,9100.39,426.85,1666.3,1508,630.52,932,1766,4347,2872,737,3767,2934.08,930,4651,3187,4457,1354,2435,2516.8,38,3650.45,2171,10119,5737.25,3057,2733.07,794,1895,192.27,336,1186.55,1106.33,0,613,891.14,11351,886.12,409,3063,472.24,1209,135,367.06,1107.26,881.65,996.9,983,1277,1380.92,1174.01,2344.84,1424.26,2512,876,23,533.6,1871.07,1385,1525,1086,6321.49,1993.64,1373,1482.26,1882,1230,2171.84,2191.32,0,972,1494.43,2618,3549,2043,2047,914.01,19843.87,6388,225,662,91.8,4355,1029,0,6379,2185,4178,1947,8992,1859,2321.07,1843,3331,0,1301,4525,1860.77,5478,3908,1428,712.2,14659.29,20364,21460.3,33641.14,24460.25,36908.68,61222.18,53117.54,33811.83,299645.21
Long term,Age 65 and over,Learning disability support,Residential and nursing care,Denominator,All,1427.72,4542,1521.36,939,1173.85,6178,1842,729,1326,440,1072.69,4579.91,1081,1185,2299.71,1099,3321,2644,872,1908.29,3904,1922,4671.15,2400,1440,886.43,3675,787,516,549,1684,474,577.9,592,709,195,412,274.85,785.72,2301,2453.43,360,2563,418.14,804.29,4014.4,229,671,1132,895.25,1847.1,10340.71,579,2208.75,1746,1729.12,728,1970,4154.71,3188.14,1132,3654,2395,1102.13,5031,3537,6252,2292.37,4328,3824,52,4297.44,2827.29,9462,7246,2154,4242,674,1911.15,223.71,260.71,1139,1040,0,683,678,8617.71,1143.57,1247,3340,859,1207,213,567,1282,729,684.29,1110.71,1275,1651.64,1280,972,1577.86,2284,1120,52,591,2257.57,1145,1598,652,4262,5554,1582,1404,1999,1292,2007.56,2393.85,638.29,978,1522,2660,2207,2253,1407,1013.71,18229.52,5561.9,167,612.43,104,4767.4,1480,0,5944.17,2314.43,1944,2186.85,10536,1426.71,3376.57,2984,2972.14,0,1286,4955.86,2678.43,4767.56,6957.5,2093.72,1553.77,24038.7,25424.81,33014.58,36774.66,32441.1,38251.28,59363.41,52350.48,38639.83,340298.85
Long term,Age 65 and over,Learning disability support,Residential and nursing care,Unit costs,All,535.06,955.75,900.51,490.95,906.42,1084.17,425.08,786.01,588.24,627.27,593.83,563.55,740.06,391.56,687.04,976.34,1282.45,818.84,719.52,1074.79,434.94,575.44,347.88,682.83,538.19,498.74,399.18,621.35,498.06,843.35,686.46,1035.86,894.62,733.11,548.66,1200,1345.39,513.01,773.81,453.59,581.23,683.33,489.41,483.89,284.72,521.51,2467.25,462,559.32,723.82,1095.77,880.05,737.22,754.41,863.69,364.65,1280.22,896.45,1046.28,900.84,651.06,1030.93,1225.09,843.82,924.47,901.05,712.89,590.66,562.62,658.16,730.77,849.45,767.87,1069.44,791.78,1419.22,644.29,1178.04,991.55,859.46,1288.79,1041.75,1063.78,.,897.51,1314.37,1317.17,774.87,327.99,917.07,549.76,1001.66,633.8,647.37,863.7,1209.4,1456.84,885.02,1001.57,836.09,917.19,2412.38,902.65,1099.82,782.14,442.31,902.88,828.8,1209.61,954.32,1665.64,1483.22,358.96,867.89,1055.74,941.47,952.01,1081.83,915.4,0,993.87,981.88,984.21,1608.07,906.79,1454.87,901.65,1088.56,1148.53,1347.31,1080.94,882.72,913.5,695.27,.,1073.15,944.08,2149.18,890.32,853.45,1303,687.4,617.63,1120.74,.,1011.66,913.06,694.72,1149.02,561.7,682.04,458.37,609.82,800.95,650.02,914.79,753.99,964.9,1031.31,1014.65,875.05,880.54
Long term,Age 65 and over,Learning disability support,Residential and nursing care,Numerator,LA supported only,673.49,4049,1164,414.2,1064,4736,677,535,648,276,637,2581,789,385,1328,1073,4065,1998,484.6,1762,1642,1087,1019,1404.58,775,394.27,1354,456,237,425,1155,491,517,434,355,234,524.51,129,608,1043.7,1426,246,1254.35,202.33,222,2079.53,565,310,633.15,420.35,1904,7338.95,426.85,1619.26,1508,630.52,932,1766,4032,2786,724,3721,2830.42,902,3730,2791,4060,1354,2011,1846.8,38,3408.38,2018,10064,5032.16,3057,2490.6,794,1895,192.27,336,1133.7,1106.33,0,613,815.68,11351,886.12,276,3063,471.07,1209,135,367.06,767.49,699.65,995.9,983,1277,1251.86,1172.86,2337.79,1424.26,2493,577,23,533.6,1863.83,1385,1523,1086,6321.49,1346.66,1314,1454.09,1717,1043,1941.25,2187.75,0,952,553.42,2576,3480,2040,2047,861.8,19690.45,5254,225,656,85.95,4284,1029,0,4602,2185,4178,1947,8992,1600,2192.91,1631,2557,0,1290,4525,1860.77,5478,3908,1363,712.2,14185.4,17570.2,19227.45,31121,21257.18,35771.95,57647.23,49734.94,32609.83,279125.18
