,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 18 to 64,Total,Residential,Net current expenditure,11309.27,12917,9653,3464.3,716.06,4652,13445,943,6136,5617,5750,10532.59,2853,3232,7677,9135,20285,12361,4166.46,11593,22194,10445.2,11839,15296.7,4490,3000.19,13823,4322,1990,4182,11453,1042,5805,2276,6204,1662,4784.97,3990,3173,6983.66,3113,3352,8754.28,2216.99,5249,20414.46,2233,3308,9358.23,7589.23,16831,44450.42,11795.66,13024.99,11438,12361.96,5865,10785,32635,5620,10963,23877,9280.69,9115,14881.38,23884,26623,8935,18130,9004.9,1214,26249.07,14726,58745,41673.17,18218,17041.35,6249,20671,6277.73,2499,5814.32,9646.63,9659,8911,7398.4,77695,5593.37,10378,17063.5,6510.85,8646,11775,9595.54,12266.75,10015.88,10988.71,8297,3921,13194.31,15252.14,17227.99,13356.89,17254,5855,414,3484.78,18325.55,9592,14245,14288,23278.21,14104.92,8870,14486.36,9807,11099,15744.93,8506.49,9394,7898.16,8434.63,8294,12517,9500,12049,9055.2,71150.1,28104,12010,7612,3943.82,49261,7055.52,10053,24707.38,15795,33337,14999,76390,12752,22116.97,29304,20173,0,7885,22678,9541.29,16380,24309,6336,4856.39
Long term,Age 18 to 64,Total,Residential,Gross current expenditure,12723.42,13957,10430,4036.3,1506.6,4968,15233,1180,6785,6070,6342,12066.68,3010,4061,8658,9881,21740,13863,4555.52,12927,22504,11462.2,13568,16577.29,4836,3485.56,15628,4702,2288,5028,12471,1265,6222,2762,6634,1908,5152.66,4119,3453,9654.36,4831,3639,12979.17,2623.48,5602,23009.98,2899,3656,9714.84,8484.23,17069,47873.58,12336.85,13753.84,12045,13164.02,6377,11433,34850,5805,12415,25839,10560.31,9672,16726.38,26579,28662,9532,20375,12566.9,1327,27699.96,16163,62063,44334.75,23208,17582.04,7035,22298,6486.73,2651,6188.14,10486.63,9834,9634,8103.52,83022,5967.57,11222,18434.5,6908.42,9324,12513,10257.59,13903.03,10793.88,11567.71,9128,4191,14239.19,16479.01,18137.59,13914.29,18395,6398,414,3796.01,19536.87,10417,15340,15142,25076.21,15213.04,10923,15313.3,10419,11845,16791.71,10311.09,9833,8524.16,9014.58,8976,13683,10175,13679,9989.97,75981.41,30950,13124,8422,4169.65,54593,7801,10930,34261.38,16997,34985,15894,82328,13974,23830.16,31849,22221,0,8821,24379,10268.66,17344,27207,9197,5354.9
Long term,Age 18 to 64,Total,Residential,Gross SSMSS,13811.9,41,0,0,5,1,989,0,295,217,0,451.08,23,0,204,280,0,163,5786.18,0,0,270.2,940,19228.14,0,0,367,5855,0,0,12471,0,135,0,95,0,0,0,3453,0,0,0,13057.36,0,35.4,0,0,90,0,10233.17,0,0,0,662.81,0,0,0,0,0,0,0,777,26.34,0,0,0,0,814,0,0,0,0,21209,0,0,23585,0,0,0,6486.73,0,0,395.14,0,0,0,3408,446.03,0,23859,0,0,0,0,1052.63,0,0,713,0,0,513.04,0,15393.07,2914,6613,0,0,21386.2,0,0,0,4859.51,0,0,0,655,0,0,673.81,0,419,0,0,0,10651,496,0,0,0,24,0,0,0,7801,11989,1532,410,0,6,0,104,0,1309,30376,0,0,1061.55,58.7,0,114,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Gross total cost: own provision,0,1566,0,0,0,236,0,0,0,0,0,4873.12,0,0,0,0,238,309,1861,1580,43,0,0,712.87,0,0,0,0,302,3,11107,0,517,891,9994,504,150.33,5489,1177,0,0,0,0,0,2463,1813.93,0,0,0,0,0,0,0,0,94,0,103,0,0,0,0,28,5.95,0,827,0,54,87,0,0,0,0,0,0,0,0,400.15,50,40,0,0,0,855.18,301,0,0,0,272.3,0,0,0,0,22,0,0,145.84,0,1534,1,0,0,0,0,0,0,0,0,0,0,310,209,8.73,0,0,88.27,229,0,556.05,1.57,120,0,669.25,39,3864,0,388,0,0,0,0,388,0,0,0,163,318,1823,0,0,1770,0,0,0,0,89,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Gross total cost: provision by others,25.85,0,171,297.9,948.05,568,14301,1585,0,0,39,16189.96,281,754,0,360,766,711,169.41,0,2540,4005,494,2422.37,0,0,2573,0,782,0,23786,0,894,0,3344,9816,9698.26,8859,9041,0,14452,480,306.01,1850,912,6249.8,0,81,299.26,0,61,0,540.58,0,59,0,0,13,0,1655,3130,1032,742.21,275,609,1018,0,486,1211,0,0,377.67,478,958,2159.38,1563,26905.76,0,429,7,295,554.18,10.38,0,0,6366.74,764,321.46,1415,2,0,0,21,7414.23,1131.67,343.43,347.06,7012,3911,0,10604.61,0,10101.27,1543,5097,0,961.96,0,471,261,796,2885.02,0,99,7718.15,3014,144,5957.79,528.03,422,690,315.66,403,938,306,6162,0,0,0,436,632,2209.53,619,274,626,11748,2502,0,0,3001,1430,1429.39,0,2052,0,0,8439,793.69,0,7,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Gross total cost: grants to voluntary org,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Gross total cost: total expenditure,25.85,1566,171,297.9,948.05,2087,14301,1585,0,0,39,21063.08,281,754,0,361,1004,1020,2030.41,1580,2583,4005,494,3135.24,0,0,2573,0,1084,3,36654,0,1411,891,13338,10320,9848.58,14348,10218,0,14452,480,306.01,2047,3375,8063.73,0,81,299.26,0,61,0,540.58,0,153,0,103,13,0,1655,3130,1060,748.16,275,1436,1018,54,573,1211,0,0,377.67,478,958,2159.38,1563,27305.8,50,469,7,295,554.18,865.55,301,0,6366.74,764,593.76,1415,949,0,0,43,7414.23,1131.67,489.26,347.06,8556,3912,0,10604.61,0,10101.27,1543,5097,0,961.96,0,471,571,1005,2893.75,0,99,7806.42,3243,144,6513.84,529.6,542,690,984.91,442,4802,306,6550,0,0,0,436,1020,2209.53,619,274,789,12066,4325,0,0,4771,1430,1429.39,0,2052,89,0,8439,793.69,0,7,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Income: client contributions,0,0,7,37.9,7.77,0,2626,0,0,0,3,0,0,0,0,29,27,144,345.43,122,2,1,6,70.4,0,0,6,0,98,0,1074,0,0,7,0,2003,0,2062,441,0,0,0,0,51,0,245.2,0,11,0,0,0,0,100.5,0,30,0,0,14,0,31,454,242,0,16,30,33,0,0,388,0,0,0,0,0,40.33,0,127.03,0,24,0,0,0,0,0,0,355.07,0,0.21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,104,9,318,2282.13,0,18,111.03,43,64,0,46.29,66,0,0,84,386,123,69,0,0,0,1,264,145.69,6,0,58,1115,1435,0,0,6,0,0,0,702,0,0,0,19.19,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,29.3,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,148.24,0,0,0,0,0,0,0,940,0,0,39.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Income: Income from NHS,0,0,0,30.3,449.7,229,1041,0,0,0,0,3040.33,12,0,0,0,0,0,597.24,47,0,409,49,174.83,0,0,261,0,156,0,415,0,0,0,2098,624,0,1014,0,0,0,0,0,0,0,153.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0,35.48,0,0,21,4,0,42,0,0,0,75,0,2.98,795,1981.06,0,0,0,0,175.76,0,0,0,54.02,0,0,0,38,0,0,0,0,0,0,-38,121,2585,0,0,0,262.41,5,0,0,0,0,0,0,2,3.64,0,4,633.51,0,0,0,45.82,0,0,0,0,0,0,402,0,0,0,0,0,0,5,0,0,2393,232,0,0,170,0,0,0,379,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Income: other income,0,523,0,0,0,1,0,0,0,0,0,2357.66,0,0,0,0,91,0,0.6,15,33,0,1,0.84,0,0,0,0,43,0,0,0,0,0,239,2313,0,38,44,0,0,0,0,0,126,0,0,4,0,0,0,0,0,0,51,0,4,0,0,0,0,0,153.37,0,51,0,0,0,0,0,0,0,0,43,19.77,0,35.02,0,0,0,0,0,320,0,0,-2.37,0,0,0,81,0,0,0,0,0,0,38,0,0,0,11.24,0,0,0,0,0,0,0,0,0,0,424.26,0,0,0,232,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,133,788,0,0,0,227,15,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Income: total,0,523,7,68.2,457.47,230,3667,0,0,0,3,5397.99,12,0,0,29,118,144,943.27,184,35,410,56,246.08,0,0,267,0,297,0,1508,0,0,7,2428,4940,0,3114,485,0,0,0,0,51,126,398.86,0,15,0,0,0,0,100.5,0,81,0,4,14,0,1461,454,242,188.85,16,126,54,4,0,430,0,0,0,75,43,92.39,795,2144.91,0,24,0,0,175.76,320,0,0,406.72,0,0.21,15,267.24,0,0,0,0,0,0,0,1061,2585,0,50.72,0,262.41,124,0,0,0,0,104,9,320,2710.03,0,22,744.55,275,64,0,92.11,66,0,0,84,878,143,471,0,0,0,1,264,145.69,11,0,191,4296,1778,0,0,403,15,0,0,1081,0,0,0,19.19,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Net total expenditure,25.85,1043,164,229.7,490.57,1857,10634,1585,0,0,36,15665.09,269,754,0,332,886,876,1087.14,1396,2548,3595,438,2889.17,0,0,2306,0,787,3,35146,0,1411,884,10910,5380,9848.58,11234,9733,0,14452,480,306.01,1996,3249,7664.87,0,66,299.26,0,61,0,440.08,0,72,0,99,-1,0,194,2676,818,559.31,259,1310,964,50,573,781,0,0,377.67,403,915,2066.99,768,25160.9,50,445,7,295,378.42,545.55,301,0,5960.02,764,593.54,1400,681.76,0,0,43,7414.23,1131.67,489.26,347.06,7495,1327,0,10553.89,0,9838.86,1419,5097,0,961.96,0,367,562,685,183.72,0,77,7061.88,2968,80,6513.84,437.49,476,690,984.91,358,3924,163,6079,0,0,0,435,756,2063.84,608,274,598,7770,2547,0,0,4368,1415,1429.39,0,971,89,0,8439,774.5,0,7,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Gross total expenditure,25.85,1043,171,267.6,498.34,1857,13260,1585,0,0,39,15665.09,269,754,0,361,913,1020,1432.57,1518,2550,3596,444,2959.57,0,0,2312,0,885,3,36220,0,1411,891,10910,7383,9848.58,13296,10174,0,14452,480,306.01,2047,3249,7910.08,0,77,299.26,0,61,0,540.58,0,102,0,99,13,0,225,3130,1060,559.31,275,1340,997,50,573,1169,0,0,377.67,403,915,2107.32,768,25287.92,50,469,7,295,378.42,545.55,301,0,6315.09,764,593.76,1415,681.76,0,0,43,7414.23,1131.67,489.26,347.06,7495,1327,0,10553.89,0,9838.86,1538,5097,0,961.96,0,471,571,1003,2465.85,0,95,7172.91,3011,144,6513.84,483.78,542,690,984.91,442,4310,286,6148,0,0,0,436,1020,2209.53,614,274,656,8885,3982,0,0,4374,1415,1429.39,0,1673,89,0,8439,793.69,0,7,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Capital charges: own provision,0,79,0,0,0,0,107,0,0,0,0,6.9,0,0,0,0,0,0,3.88,8,0,0,0,0,0,0,0,0,0,0,0,0,170,0,9,0,0,12,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,20,0,0,0,15,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Capital charges: provision by others,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0
Long term,Age 18 to 64,Total,Supported accommodation,Net current expenditure,25.85,964,164,229.7,490.57,1857,10527,1554,0,0,36,15658.19,269,754,0,332,886,876,1083.26,1388,2548,3595,438,2889.17,0,0,2306,0,787,3,35146,0,1241,884,10901,5380,9848.58,11222,9733,0,14452,480,306.01,1996,3249,7316.87,0,66,299.26,0,61,0,440.08,0,72,0,99,-1,0,194,2676,810,559.31,259,1310,955,50,573,781,0,0,377.67,403,915,2066.99,768,25161,50,445,7,295,377.38,495.55,301,0,5960.02,764,593.54,1400,681.76,0,0,43,7414.23,1131.67,489.26,293.47,7476,1327,0,10553.89,0,9838.86,1419,5097,0,961.96,0,367,562,685,183.72,0,77,7061.88,2930,80,6513.84,437.49,456,690,984.91,358,3909,163,6079,0,0,0,435,732,2063.84,608,274,598,7770,2530,0,0,4368,1415,1429.39,0,971,89,0,8439,774.5,0,13,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Gross current expenditure,25.85,964,171,267.6,498.34,1857,13153,1554,0,0,39,15658.19,269,754,0,361,913,1020,1428.69,1510,2550,3596,444,2959.57,0,0,2312,0,885,3,36220,0,1241,891,10901,7383,9848.58,13284,10174,0,14452,480,306.01,2047,3249,7562.07,0,77,299.26,0,61,0,540.58,0,102,0,99,13,0,225,3130,1052,559.31,275,1340,988,50,573,1169,0,0,377.67,403,915,2107.32,768,25288.03,50,469,7,295,377.38,495.55,301,0,6315.09,764,593.76,1415,681.76,0,0,43,7414.23,1131.67,489.26,293.47,7476,1327,0,10553.89,0,9838.86,1538,5097,0,961.96,0,471,571,1003,2465.85,0,95,7172.91,2973,144,6513.84,483.78,522,690,984.91,442,4295,286,6148,0,0,0,436,996,2209.53,614,274,656,8885,3965,0,0,4374,1415,1429.39,0,1673,89,0,8439,793.69,0,13,1194,257.97
Long term,Age 18 to 64,Total,Supported accommodation,Gross SSMSS,25.85,79,0,0,0,3,2163,0,0,0,0,716.24,2,0,0,9,0,67,2030.41,25,0,19.83,20,3135.24,0,0,59,0,0,0,33132,0,70,0,2289,0,0,0,10218,0,0,0,306.01,0,167.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9.85,0,0,0,0,58,0,0,0,0,478,0,0,1563,0,0,0,7,0,0,31.55,0,0,0,31,54.05,0,949,0,0,0,0,50.66,0,0,474,0,0,325.15,0,10101.27,0,5097,0,0,0,0,0,0,4,0,0,0,108,0,0,27.08,0,0,0,0,0,306,35,0,0,0,0,0,0,0,274,789,103,96,0,0,0,80,0,0,2052,0,0,331.15,4.06,0,7,0,0
Long term,Age 18 to 64,Total,Community: Direct Payments,Gross total cost: own provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577,0,3.08,0,0,0,0,0,0,0,0,0,0,0,37,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.34,0,162,0,0,0,229,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,38.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254.16,0,0,2075,2442,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Community: Direct Payments,Gross total cost: provision by others,7425.18,2782,2198,4875.7,5379.87,3402,3445,3676,4392,4723,3690,6708.39,3835,2338,3873,4928,16120,4393,5902.36,7156,8928,5109,9447,6227.34,2358,3157.74,7143,3100,4787,2399,4947,6328,2574,2479,5070,2242,5998.02,8799,4764,13146.24,7431,5757,6022.28,2906.48,3510,18834.7,2966,1688,6931.08,7938,7903,15021.03,5515.89,5680.74,4111,3380.87,4367,3514,14216,3478,5266,10066,3794.12,1835,11250,26308,11580,7234,17959,10422.8,571,22789.5,6868,17008,18673.74,14628,11581.63,3607,6237,3555,1330,1851.16,1898.2,985,1152,3769.56,35245,4486.45,2671,12052,6526.55,1330,3004,5026.11,6442,3270.41,2439.73,5231,2905,4682.82,0,6394.57,5623.5,2092,1166,0,4245.75,7254.04,0,3847,3316,6129.33,5582.1,9633,4555.59,5530,4390,2473.53,2991.88,3383,2807,8323.86,5367,3381,4528,5646,6677.56,27653.72,13886,5920,4653,2067.27,18923,1574,3290,13706,5096,7154,2295,28970,6053,9787.83,8567,10827,0,1585,8965,4259.32,5939,16697,6895,2975.78
Long term,Age 18 to 64,Total,Community: Direct Payments,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Community: Direct Payments,Gross total cost: total expenditure,7425.18,2782,2198,4875.7,5379.87,3402,3445,3676,4392,4723,3690,6708.39,3835,2338,3873,4928,17729,4393,5905.44,7156,8928,5109,9447,6227.34,2358,3157.74,7143,3100,4787,2399,4984,6328,2642,2479,5070,2242,5998.02,8799,4764,13146.24,7431,5757,6022.28,2906.48,3510,18834.7,2966,1688,6931.08,7938,7903,15021.03,5515.89,5680.74,4111,3524.21,4367,3676,14216,3478,5266,10295,3808.51,1835,11250,26308,11580,7234,17959,10422.8,571,22789.5,6868,17008,18673.74,14628,11620.19,3607,6237,3555,1330,1851.16,1898.2,985,1152,3769.56,35245,4486.45,2671,12052,6526.55,1330,3004,5026.11,6442,3270.41,2439.73,5231,2905,4682.82,4254.16,6394.57,5623.5,4167,3608,0,4245.75,7254.04,739,3847,3316,6129.33,5582.1,9692,4555.59,5530,4390,2473.53,2991.88,3383,2807,8323.86,5367,3381,4532,5646,6677.56,27653.72,13886,5920,4653,2067.27,18923,1574,3290,13706,5096,7154,2295,28970,6053,9787.83,9021,10827,0,1585,8965,4259.32,5939,16697,6895,2975.78
Long term,Age 18 to 64,Total,Community: Direct Payments,Income: client contributions,348.08,0,0,621.2,0,0,0,0,6,0,0,0,0,0,0,0,1279,0,0,0,196,494,121,266.4,0,235.4,403,236,0,128,0,0,0,211,165,0,0,551,292,417,0,627,0,139.16,314,811.61,596,53,0,0,155,0,144.43,0,0,350.54,0,0,692,184,376,66,0,89,262,1488,0,0,0,0,21,0,317,852,396.39,0,0,0,482,509,0,109.68,0,24,6,0,0,67.76,0,0,1.66,3,0,0,108.88,0,15.47,0,107,166.19,0,160.4,0,259,0,0,0,494.87,0,186,167,0,215.28,1738,146.82,0,55,0,273.38,374,408,0,357,256,199,9,0,0,351,380,375,112.43,785,0.09,368,1476,586,190,35,11,0,264.56,374,952,0,4,425,333.5,35,148,0,175.82
Long term,Age 18 to 64,Total,Community: Direct Payments,Income: joint arrangements,0,44,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,496,0,0,0,0,0,0,623.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,80,0,0,0,0,0,0,0,0,135,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 18 to 64,Total,Community: Direct Payments,Income: Income from NHS,0,0,0,494.7,972.94,902,25,595,0,922,675,802.59,208,52,384,709,887,0,658.1,0,0,361,1461,897.16,0,0,1099,362,0,0,0,985,0,0,292,0,0,681,0,0,0,200,0,0,266,1195.27,0,0,0,467.44,0,2461.03,101.59,0,0,0,0,0,36,0,357,160,75.82,118,10,11,842,0,3435,2000,254,5580.75,1745,0,173.38,0,825.86,0,0,0,125,100.08,8,0,0,0,0,391.32,0,0,627.37,0,0,0,0,120,222.79,38,440,142.12,0,0,1878.94,0,0,0,0,763.07,0,0,136,0,0,400,159.49,0,0,134.66,203.7,31,10,0,0,296,0,0,0,0,0,7,16,52.45,1369,0,3,0,0,0,30,136,39,193.42,587,1533,0,377,0,26.18,70,123,16,410
Long term,Age 18 to 64,Total,Community: Direct Payments,Income: other income,0,0,0,0,0,332,24,0,0,0,0,0,10,1202,0,0,8,0,1.02,0,0,395,0,384.3,0,93.73,4,0,0,314,0,408,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,50.36,0,446.4,0,0,0,0,0,0,1,0,0,0,0,0,8,223,0,0,0,0,0,1309.29,0,0,0,0,7.38,0,0,0,0,0,39,0,0,0,0,0,0,1079,0.97,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36.23,0,0,0,0,2,16,712.63,10,41,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,120,0,0,0,232,0
Long term,Age 18 to 64,Total,Community: Direct Payments,Income: total,348.08,44,0,1115.9,972.94,1234,49,595,399,922,675,802.59,218,1254,384,709,2174,0,659.12,0,196,1250,1582,1547.86,0,329.13,1506,598,0,442,0,1393,0,211,457,0,0,1251,292,417,0,931,0,139.16,580,2006.88,596,53,0,517.79,155,2907.43,246.02,0,0,350.54,0,0,729,184,733,226,75.82,207,1145,1722,842,496,3435,2000,275,6890.04,2062,852,1193.16,0,833.24,0,482,509,125,209.76,47,24,6,0,0,459.08,0,2124.88,630,3,0,0,108.88,186,238.26,38,547,308.31,0,160.4,1878.94,259,0,0,0,1257.95,0,405,303,0,215.28,2154,342.53,80,55,134.66,477.08,407,434,712.63,367,593,334,9,0,0,2304,387,391,164.89,2154,0.09,371,1476,586,190,65,154,39,457.99,961,2485,0,381,545,359.67,105,271,248,585.82
Long term,Age 18 to 64,Total,Community: Direct Payments,Net total expenditure,7077.11,2738,2198,3759.8,4406.93,2168,3396,3081,3993,3801,3015,5905.8,3617,1084,3489,4219,15555,4393,5246.32,7156,8732,3859,7865,4679.48,2358,2828.6,5637,2502,4787,1957,4984,4935,2642,2268,4613,2242,5998.02,7548,4472,12729.24,7431,4826,6022.28,2767.32,2930,16827.83,2370,1635,6931.08,7420.21,7748,12113.6,5269.87,5680.74,4111,3173.67,4367,3676,13487,3294,4533,10069,3732.69,1628,10105,24586,10738,6738,14524,8422.8,296,15899.46,4806,16156,17480.58,14628,10786.95,3607,5755,3046,1205,1641.41,1851.2,961,1146,3769.56,35245,4027.37,2671,9927.12,5896.55,1327,3004,5026.11,6333.13,3084.41,2201.47,5193,2358,4374.51,4254.16,6234.16,3744.56,3908,3608,0,4245.75,5996.1,739,3442,3013,6129.33,5366.82,7538,4213.05,5450,4335,2338.87,2514.8,2976,2373,7611.24,5000,2788,4198,5637,6677.56,27653.72,11582,5533,4262,1902.39,16769,1573.91,2919,12230,4510,6964,2230,28816,6014,9329.84,8060,8342,0,1204,8420,3899.65,5834,16426,6647,2389.96
Long term,Age 18 to 64,Total,Community: Direct Payments,Gross total expenditure,7425.18,2738,2198,4381,4406.93,2168,3396,3081,3999,3801,3015,5905.8,3617,1084,3489,4219,16834,4393,5246.32,7156,8928,4353,7986,4945.88,2358,3064,6040,2738,4787,2085,4984,4935,2642,2479,4778,2242,5998.02,8099,4764,13146.24,7431,5453,6022.28,2906.48,3244,17639.43,2966,1688,6931.08,7420.21,7903,12113.6,5414.3,5680.74,4111,3524.21,4367,3676,14179,3478,4909,10135,3732.69,1717,10367,26074,10738,6738,14524,8422.8,317,15899.46,5123,17008,17876.96,14628,10786.95,3607,6237,3555,1205,1751.08,1851.2,985,1152,3769.56,35245,4095.13,2671,9927.12,5898.21,1330,3004,5026.11,6442,3084.41,2216.94,5193,2465,4540.7,4254.16,6394.57,3744.56,4167,3608,0,4245.75,6490.97,739,3628,3180,6129.33,5582.1,9276,4359.87,5450,4390,2338.87,2788.18,3350,2781,7611.24,5357,3044,4397,5646,6677.56,27653.72,11933,5913,4637,2014.82,17554,1574,3287,13706,5096,7154,2265,28827,6014,9594.4,8434,9294,0,1208,8845,4233.14,5869,16574,6647,2565.78
Long term,Age 18 to 64,Total,Community: Direct Payments,Capital charges: own provision,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
